,cd_indicador,nm_indicador,dc_formula_indicador,dc_conceito_indicador,dc_interpretacao_indicador,dc_nota_tecnica,in_visibilidade,cd_tipo_situacao,dt_atualizacao,cd_operador,cd_tipo_unidade_medida,cd_fonte,nm_completo_indicador,dc_periodicidade_indicador,dc_unidade_territorial,dc_serie_historica,dc_tag_indicador,dc_observacao_indicador,tx_fonte_indicador,in_consideracao_regiao
302,174.0,Velocidade comercial média dos veículos do sistema de transporte – pico manhã (km/h),"[{""caractere"":""V0190"",""tipo"":""variavel""}]","Um valor elevado deste percentual indica maior rapidez para realizar o percurso com transporte público, no período de pico da manhã.",,"A apuração da velocidade é feita a partir de informações recebidas de equipamento eletrônico embarcado em cada um dos veículos que operam no Sistema de Transporte da cidade chamado de AVL (Automatic Vehicle Location). O AVL tem a função de obter informações do sistema GPS (Sistema de Posicionamento Global), estabelecer uma conexão com o centro de controle da SPTrans e enviar um pacote de dados contendo a localização exata do veículo. Essa transmissão é realizada por meio de rede GPRS a cada 85 segundos, sendo coletados, aproximadamente, 17 milhões de registros por dia, os quais são contabilizados por um sistema central denominado SIM (Sistema Integrado de Monitoramento).",False,1,2019-08-12 16:54:32.934550,184147,1,,"Expressa a velocidade média, em quilômetros por hora, dos veículos do Sistema de Transporte Público no trânsito de São Paulo para o sentido bairro/centro, durante o pico da manhã (período compreendido entre às 6h00 e 9h00). O valor inclui o tempo de embarque e desembarque dos passageiros nos pontos de parada.",Anual,Município,Início: 2012 - atualmente,,"TAG: ""Lei Municipal nº 14.173/06""",São Paulo Transporte (SPTrans); Secretaria Municipal de Mobilidade e Transportes (SMT) ,True
303,119.0,Cobertura da vacina contra Poliomielite (3ª dose) em crianças menores de 1 ano de idade (%),"[{""caractere"":""V0122"",""tipo"":""variavel""}]",,,,False,1,2019-12-11 15:06:15.338179,184147,2,,Expressa a proporção de crianças menores de 2 anos que receberam a 3ª dose da vacina contra a poliomielite.,Anual,Município,Início: 2008 - atualmente,, As vacinas selecionadas estão voltadas para o controle de doenças de significativa importância responsáveis pelas principais causas de mortalidade e morbidade imunopreveníveis na população infantil. É fundamental a manutenção de elevadas e homogêneas coberturas vacinais como estratégia para manter e ou avançar o controle destas doenças neste grupo.,API/SI-PNI / SIGA-BI / SINASC; Secretaria Municipal da Saúde (SMS),True
304,120.0,Cobertura da vacina Tríplice Viral (1ª dose) em crianças com 1 ano de idade (%),"[{""caractere"":""V0123"",""tipo"":""variavel""}]",,,,False,1,2019-12-11 15:06:56.464735,184147,2,,Expressa a proporção de crianças menores de 2 anos que receberam a 1ª dose da vacina triplice viral.,Anual,Município,Início: 2009 - atualmente,, As vacinas selecionadas estão voltadas para o controle de doenças de significativa importância responsáveis pelas principais causas de mortalidade e morbidade imunopreveníveis na população infantil. É fundamental a manutenção de elevadas e homogêneas coberturas vacinais como estratégia para manter e ou avançar o controle destas doenças neste grupo.,API/SI-PNI / SIGA-BI / SINASC; Secretaria Municipal da Saúde (SMS),True
305,103.0,[ODS.11.02] Ciclovias implantadas (Km),"[{""caractere"":""V0104"",""tipo"":""variavel""}]",,,,False,1,2020-01-06 15:20:18.233857,184147,2,,"Expressa a somatória de extensão de ciclovias, por ano.",Anual,Município,Início: 2008 - atualmente,,"O valor da somatória de extensões de ciclovias deste indicador representa apenas a quilometragem implantada no ano de referência, e não a totalidade de ciclovias existentes no município de São Paulo.",Companhia de Engenharia de Tráfego (CET); Secretaria Municipal de Mobilidade e Transportes (SMT),True
306,281.0,Número de matriculados nos programas de atividade física orientada,"[{""caractere"":""V0278"",""tipo"":""variavel""}]",Média de matriculados nos programas de atividade física orientada: Somatória mensal de janeiro a dezembro,,,False,1,2020-10-02 11:17:38.828669,184147,1,,"Apresenta a média de matriculados por mês nas atividades orientadas e continuadas do Programa Clube Escola, Parceria e Voluntários oferecidos pela SEME no período.",Anual,Município,Início: 2016 - atualmente,,"Consideradas atividades  física orientada continuadas ministrados por profissionais da SEME, Parcerias firmadas com a SEME e Voluntários dos Clubes de administração direta e CDCs.",Secretaria Municipal de Esportes e Lazer (SEME),False
307,322.0,Aglomeração de empregos no Comércio - Município em relação ao Estado,"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0292"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0295"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0296"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0299"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""}]",,,,False,1,2019-12-16 11:01:12.717656,184147,2,,"Coeficiente local de especialização - QL dos empregos no setor de comércio, utilizado para identificar arranjos produtivos locais",Anual,Município,Início: 2006 - 2016,,Indicador do Programa de Metas 2013-2016,Relação Anual de Informações Sociais (RAIS); Secretaria Municipal de Desenvolvimento Econômico e Trabalho (SMDET),False
308,337.0,Aglomeração de empregos na Indústria de Transformação - Município em relação ao Estado,"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0293"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0295"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0297"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0299"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""}]",,,,False,1,2019-12-16 11:21:29.681465,184147,2,,,,,,,,,False
309,338.0,Aglomeração de empregos na Construção Civil - Município em relação ao Estado,"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0337"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0295"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0338"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0299"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""}]",,,,False,1,2019-12-16 11:40:23.481547,184147,2,,,,,,,,,False
310,333.0,[ODS.03.01] Razão de óbitos de mulheres residentes por causas e condições consideradas de morte materna (por 100.000 nascidos vivos),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0342"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0072"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100000"",""tipo"":""constante""}]",,,,False,1,2020-01-06 14:34:33.849509,184147,2,,"Número de óbitos maternos, por 100 mil nascidos vivos de mães residentes em determinado espaço geográfico, no ano considerado.
O conceito de morte materna é o estabelecido pela Organização Mundial de Saúde:
""A morte de uma mulher durante a gestação ou até 42 dias após o término da gestação, independentemente da duração ou da localização da gravidez, devido a qualquer causa relacionada com ou agravada pela gravidez ou por medidas em relação a ela, porém não devida a causas acidentais ou incidentais”.",Anual,Subprefeitura; Município,Início: 2011 - atualmente,,,Sistema de Informação sobre Mortalidade (SIM),True
311,32.0,[ODS.03.02] Taxa de mortalidade infantil (por mil nascidos vivos),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0016"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0017"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""1000"",""tipo"":""constante""}]",,,,False,1,2020-01-06 14:36:19.319714,184147,2,,"Expressa o número de óbitos de menores de um ano de idade, por mil nascidos vivos, na população residente em determinado espaço geográfico, no ano considerado.
",Anual,Município; Subprefeitura,Início: 2009 - atualmente,,,Sistema de Informações sobre Mortalidade (SIM); Sistema de Informações sobre Nascidos Vivos (SINASC); Secretaria Municipal da Saúde (SMS),True
312,57.0,[ODS.03.04] Mortalidade prematura por Doenças Crônicas Não Transmissíveis - selecionadas (DCNT),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0045"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0046"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100000"",""tipo"":""constante""}]",,,,False,1,2020-01-06 14:37:29.337015,184147,2,,"Estima o risco de morte por DCNT (doenças crônicas não transmissíveis) e dimensiona a sua magnitude como problema de saúde pública quando estas são prematuras. Contribuir para o monitoramento da mortalidade por doenças crônicas não transmissíveis (DCNT), que representam a maior causa de óbitos em todo o país. Além de ser um importante parâmetro para planejamento e pactuação de serviços de saúde, em todos os níveis de atenção, voltados aos portadores de doenças crônicas.",Anual,Município; Subprefeitura,Início: 2007 - atualmente,,ODS; PPA 2018-2021; Programa de Metas 2017-2020,Sistema de Informação Sobre Mortalidade (SIM); Fundação Sistema Estadual de Análise de Dados (SEADE),True
313,75.0,[ODS.03.07] Proporção de gestantes adolescentes (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0066"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0067"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 14:39:44.497650,184147,2,,"A proporção de gestantes adolescentes pode ser medida através da proporção de nascidos vivos de mães com menos de 20 anos de idade, no universo do total de nascidos vivos.",Anual,Município; Subprefeitura,Início: 2009 - atualmente,,O indicador está calculado para mães residentes com partos ocorridos no Município de São Paulo. A proporção de mães adolescentes (a partir dos nascidos vivos em partos) funciona como uma proxy para a proporção de gestantes adolescentes.,Sistema de Informações sobre Nascidos Vivos (SINASC); Secretaria Municipal da Saúde (SMS),True
314,90.0,[ODS.03.08] Leitos hospitalares (por 1000 habitantes),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0089"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0001"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""1000"",""tipo"":""constante""}]",,,,False,1,2020-01-06 14:40:42.890676,184147,2,,"Número de leitos disponíveis em hospitais públicos e privados disponíveis por 1.000 habitantes, em determinado espaço geográfico.",Anual,Município,Início: 2009 - atualmente,,,Cadastro Nacional de Estabelecimentos de Saúde (CNES); Secretaria Municipal da Saúde (SMS),True
315,45.0,[ODS.03.08] Cobertura populacional por equipes de Atenção Básica MSP (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0028"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0001"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 14:44:53.159280,184147,2,,"Somatório do número de equipes de saúde da família (ESF) e do nº de equipes da atenção básica, formada por 60h semanais de clínica médica, ginecologia e pediatria, para cada 3 mil pessoas residentes no município, no ano.",Anual,Município,Início: 2011 - atualmente,,"A cobertura populacional é calculada multiplicando-se por 3000 (parâmetro adotado: uma ESF atende 3000 pessoas) a soma do número de Equipes de Saúde da Família (ESF) com a equivalência em ESF do número de médicos (clínico geral, pediatra e ginecologista obstetra - 60 horas de trabalho de um médico equivalem a uma ESF). Ou seja: Cobertura de Atenção Básica = (ESF + Equivalência em ESF) * 3000, onde Equivalência em ESF = (Pediatras + Obstetras + Ginecologistas Obstetras)/60.",Cadastro Nacional de Estabelecimentos de Saúde (CNES); Secretaria Municipal da Saúde (SMS) Fundação Estadual Sistema de Análise de Dados (SEADE),True
316,335.0,[ODS.03.08] Número de Unidades Básicas de Saúde,"[{""caractere"":""V0344"",""tipo"":""variavel""}]",,,,False,1,2020-01-06 14:46:34.835673,184147,1,,Número de Unidades Básicas de Saúde (UBS) em determinado espaço geográfico,Anual,Subprefeitura; Município,Início: 2011 - atualmente,,,Secretaria Municipal da Saúde (SMS),True
317,117.0,[ODS.03.0b] Cobertura da vacina Pentavalente (3ª dose) em crianças menores de 1 ano de idade (%),"[{""caractere"":""V0119"",""tipo"":""variavel""}]",,,,False,1,2020-01-06 14:48:57.499088,184147,2,,Expressa a proporção de crianças menores de 2 anos que receberam a 3ª dose da vacina pentavalente.,Anual,Município,Início: 2012 - atualmente,, As vacinas selecionadas estão voltadas para o controle de doenças de significativa importância responsáveis pelas principais causas de mortalidade e morbidade imunopreveníveis na população infantil. É fundamental a manutenção de elevadas e homogêneas coberturas vacinais como estratégia para manter e ou avançar o controle destas doenças neste grupo.,API/SI-PNI / SIGA-BI / SINASC; Secretaria Municipal da Saúde (SMS),True
318,83.0,[ODS.04.06] Analfabetismo (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0080"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0073"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 14:54:11.271770,184147,2,,O indicador abarca as pessoas com mais de 15 anos de idade não alfabetizadas,Decenal,Município; Distrito ,2000 e 2010,,Porcentagem da população com quinze anos ou mais que não é alfabetizada. Considera-se como analfabeta aquelas pessoas que não sabem ler e escrever um bilhete simples no idioma que conhecem.,Instituto Brasileiro de Geografia e Estatística (IBGE); Fundação Sistema Estadual de Análise de Dados (SEADE),True
319,260.0,[ODS.05.05] Servidoras públicas ativas mulheres (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0266"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0199"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 14:58:44.663817,184147,2,,"Proporção dos servidores ativos da Prefeitura de São Paulo que é do sexo feminino. Considera-se  para cômputo deste indicador, servidoras ativas em cadastro, admitidas, cargos eletivos, contratadas por tempo determinado, efetivas, em comissão e requisitadas da administração direta municipal",anual,Município,Início: 2008 - atualmente,,Cidades Sustentáveis,Secretaria Municipal de Gestão (SMG),True
320,292.0,[ODS.06.01] Proporção de Domicílios não conectados a rede geral de Água (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0288"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0281"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 15:00:09.670304,184147,2,,Proporção de Domicílios não conectados a rede geral de Água de acordo com o Censo Demográfico IBGE.,Decenal,Município; Distrito,2000 e 2010,,,Instituto Brasileiro de Geografia e Estatística (IBGE),True
321,293.0,[ODS.06.02] Proporção de Domicílios não conectados a rede geral de Esgoto (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0289"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0281"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 15:01:35.221671,184147,2,,Proporção de Domicílios não conectados a rede geral de Esgoto de acordo com o Censo Demográfico IBGE.,Decenal,Município; Distrito,2000 e 2010,,,Instituto Brasileiro de Geografia e Estatística (IBGE),True
322,264.0,[ODS.10.02] Índice de Desenvolvimento Humano Municipal (IDHM),"[{""caractere"":""V0268"",""tipo"":""variavel""}]",,,,False,1,2020-01-06 15:11:03.439097,184147,2,,"O Índice de Desenvolvimento Humano Municipal (IDHM) é uma adaptação para o nível municipal do IDH Global. Dessa maneira, O IDHM agrega as mesmas três importantes dimensões do desenvolvimento humano que o IDH Global: a oportunidade de viver uma vida longa e saudável, de ter acesso ao conhecimento e ter um padrão de vida que garanta as necessidades básicas, representadas pela saúde, educação e renda.",anual,"Município, Subprefeitura",2000 e 2010,,,Programa das Nações Unidas para o Desenvolvimento (PNUD); Instituto de Pesquisa Econômica Aplicada (Ipea); Fundação João Pinheiro (FJP),True
323,265.0,[ODS.10.02] Índice de Desenvolvimento Humano Municipal (IDHM) - Educação,"[{""caractere"":""V0269"",""tipo"":""variavel""}]",,,,False,1,2020-01-06 15:12:46.366367,184147,2,,A dimensão Educação é uma das três componentes do IDHM. Para o cálculo deste índice componente do IDHM utiliza-se uma composição de indicadores de escolaridade da população adulta e de fluxo escolar da população jovem.,Decenal,"Município, subprefeituras.",2000 e 2010,,,Programa das Nações Unidas para o Desenvolvimento (PNUD); Instituto de Pesquisa Econômica Aplicada (Ipea); Fundação João Pinheiro (FJP),True
324,267.0,[ODS.10.02] Índice de Desenvolvimento Humano Municipal (IDHM) - Renda,"[{""caractere"":""V0271"",""tipo"":""variavel""}]",,,,False,1,2020-01-06 15:13:41.556766,184147,2,,"A dimensão Renda é uma das três componentes do IDHM. Para o cálculo desse índice, considera-se a renda per capita da população, ou seja, a renda média mensal dos indivíduos residentes em determinado lugar, expressa em reais no mês anterior à data do Censo IBGE.",Decenal,Município; Subprefeitura,2000 e 2010,,,Programa das Nações Unidas para o Desenvolvimento (PNUD); Instituto de Pesquisa Econômica Aplicada (Ipea); Fundação João Pinheiro (FJP),True
325,266.0,[ODS.10.02] Índice de Desenvolvimento Humano Municipal (IDHM) - Longevidade,"[{""caractere"":""V0270"",""tipo"":""variavel""}]",,,,False,1,2020-01-06 15:14:17.918071,184147,2,,"A dimensão Saúde é uma das três componentes do IDHM. Esta dimensão é representada pelo cálculo da esperança de vida ao nascer. A esperança de vida ao nascer é um indicador de longevidade, sintetizando, em um único número, o nível e a estrutura de mortalidade de uma população.",Decenal,Município; Subprefeitura,2000 e 2010,,,Programa das Nações Unidas para o Desenvolvimento (PNUD); Ipea; Fundação João Pinheiro (FJP),True
326,278.0,[ODS.10.07] Número de pessoas atendidas pelo Centro de Referência e Atendimento ao Imigrante,"[{""caractere"":""V0276"",""tipo"":""variavel""}]",,,,False,1,2020-01-06 15:16:29.440586,184147,1,,Quantidade de pessoas atendidas pelo CRAI - Centro de Referência e Atendimento ao Imigrante.,anual,município,início: 2017 - atualmente,,,Secretaria Municipal de Direitos Humanos (SMDHC),True
327,279.0,[ODS.10.02] Número de pessoas beneficiárias do Programa Transcidadania,"[{""caractere"":""V0277"",""tipo"":""variavel""}]",Número acumulado de pessoas beneficiadas pelo Programa Transcidadania. Compreende o total de pessoas que passaram pelo programa no período. Considera que o tempo de permanência no programa varia com o atendimento das condicionalidades e saída qualificada do programa,,,False,1,2020-01-17 11:07:43.387368,184147,1,,Número de pessoas beneficiárias do Programa Transcidadania.,anual,Município,Início: 2015 - Atualmente,,,Secretaria Municipal de Direitos Humanos (SMDHC),False
328,108.0,[ODS.11.02] Frota de ônibus com acessibilidade para pessoas com mobilidade reduzida (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0110"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0109"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 15:21:34.847300,184147,2,,Proporção do total da frota municipal de ônibus com acessibilidade para pessoas com mobilidade reduzida,Anual,Município,Início: 2012 - atualmente,,Indicador do Programa de Metas 2013 - 2016,São Paulo Transporte (SPTrans); Secretaria Municipal de Mobilidade e Transportes (SMT),True
329,157.0,[ODS.11.02] Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Transporte (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0154"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0129"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 15:23:48.198040,184147,2,,"Expressa a proporção das despesas realizadas pela Prefeitura de São Paulo destinado a função orçamentária Transporte (ver nota técnica), estabelecida pela Portaria nº 42, de 14 de abril de 1999 do Ministério de Orçamento e Gestão. Entende-se como despesa realizada o orçamento público liquidado (ver nota técnica). Considera-se para o cômputo deste indicador todas as fontes provedoras de recursos orçamentários.",Anual,Município,Início: 2003 – Atualmente,,Cidades Sustentáveis,Secretaria Municipal da Fazenda (SF),True
330,50.0,Alunos da rede municipal de ensino da raça/cor indígena (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0035"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0009"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-11-25 09:58:59.903243,184147,2,,Percentual de alunos  da raça/cor indígena matriculados na rede municipal de ensino.,Anual,Município; Distrito; Subprefeitura,início: 2016 - atualmente,,Há aproximadamente 242.000 alunos que não declararam sua cor em 2015.,Secretaria Municipal de Educação (SME),False
331,158.0,[ODS.11.03] Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Urbanismo (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0155"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0129"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 15:26:09.169766,184147,2,,"Expressa a proporção das despesas realizadas pela Prefeitura de São Paulo destinado a função orçamentária Urbanismo (ver nota técnica), estabelecida pela Portaria nº 42, de 14 de abril de 1999 do Ministério de Orçamento e Gestão. Entende-se como despesa realizada o orçamento público liquidado (ver nota técnica). Considera-se para o cômputo deste indicador todas as fontes provedoras de recursos orçamentários.",Anual,Município,Início: 2003 – Atualmente,,Cidades Sustentáveis,Secretaria Municipal da Fazenda (SF),True
332,145.0,[ODS.11.03] Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Habitação (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0143"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0129"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 15:26:57.576948,184147,2,,"Expressa a proporção das despesas realizadas pela Prefeitura de São Paulo destinado a função orçamentária Habitação (ver nota técnica), estabelecida pela Portaria nº 42, de 14 de abril de 1999 do Ministério de Orçamento e Gestão. Entende-se como despesa realizada o orçamento público liquidado (ver nota técnica). Considera-se para o cômputo deste indicador todas as fontes provedoras de recursos orçamentários.",Anual,Município,Início: 2003 - Atualmente,,Cidades Sustentáveis,Secretaria Municipal da Fazenda (SF),True
333,242.0,[ODS.12.05] Índice de coleta seletiva (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0257"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0256"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 15:28:27.454336,184147,2,,"Proporção dos resíduos coletados seletivamente nos domicílios da cidade de São Paulo  para reciclagem dentre o total coletado. Valores apurados pela massa total, em toneladas.",anual,"Município

",Início: 2009 - Atualmente,,"Cidades Sustentáveis; Lei nº14.173
",Sistema de Controle dos Resíduos Sólidos Urbanos (SISCOR); Amlurb; Secretaria Municipal de Subprefeituras (SMSB),True
334,205.0,[ODS.17.01] Participação do IPTU na Receita Corrente municipal (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0165"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0164"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 15:39:11.293511,184147,2,,Percentual da receita do Imposto Predial e Territorial Urbano (IPTU) sobre a receita corrente da Prefeitura.,Anual,Município,Início: 2008 - Atualmente,,Para o valor das receitas foram consideradas as deduções da receita e não foram consideradas as receitas intraorçamentárias.,Secretaria Municipal da Fazenda (SF),True
335,206.0,[ODS.17.01] Participação do ISS na Receita Corrente municipal (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0166"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0164"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 15:39:49.061012,184147,2,,Percentual da receita do Imposto Sobre Serviços (ISS) sobre a receita corrente da Prefeitura.,Anual,Município,Início: 2008 - Atualmente,,Para o valor das receitas foram consideradas as deduções da receita e não foram consideradas as receitas intraorçamentárias.,Secretaria Municipal da Fazenda (SF),True
336,207.0,[ODS.17.01] Participação do ITBI-IV na Receita Corrente municipal (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0167"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0164"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 15:40:24.562762,184147,2,,Percentual da receita do Imposto sobre Transmissão “Inter Vivos” (ITBI-IV) sobre a receita corrente da Prefeitura.,Anual,Município,Início: 2008 - Atualmente,,,Secretaria Municipal da Fazenda (SF),True
337,208.0,[ODS.17.01] Participação dos Impostos Municipais na Receita Corrente municipal (%),"[{""caractere"":""("",""tipo"":""agregador""},{""caractere"":""V0168"",""tipo"":""variavel""},{""caractere"":""/"",""tipo"":""operador""},{""caractere"":""V0164"",""tipo"":""variavel""},{""caractere"":"")"",""tipo"":""agregador""},{""caractere"":""*"",""tipo"":""operador""},{""caractere"":""100"",""tipo"":""constante""}]",,,,False,1,2020-01-06 15:41:04.252318,184147,2,,Percentual da receita dos impostos municipais sobre a receita corrente da Prefeitura.,Anual,Município,Início: 2008 - Atualmente,,Para o valor das receitas foram consideradas as deduções da receita e não foram consideradas as receitas intraorçamentárias.,Secretaria Municipal da Fazenda (SF),True
338,216.0,[ODS.17.01] Taxa de inadimplência dos contribuintes do IPTU (%),"[{""caractere"":""V0171"",""tipo"":""variavel""}]",,,,False,1,2020-01-06 15:41:36.254005,184147,2,,Exprime o percentual dos valores lançados e não pagos referente ao Imposto Predial e Territorial Urbano (IPTU).,Anual,Município,Início: 2008 - 2015,,Para o cálculo do indicador foram considerados apenas os lançamentos referentes a competência do ano do lançamento. Data limite de pagamento: março do ano seguinte ao lançamento.,Secretaria Municipal da Fazenda (SF),True
